School Number,Board Number,School Name,School Type,School Level,Phone Number,School Website
752819,B67059,Regina Mundi Catholic School,Catholic,Elementary,416-393-5362,http://reginamundi.tcdsb.org
756334,B67059,Sacred Heart Catholic School,Catholic,Elementary,416-393-5415,http://sacredheart.tcdsb.org
763462,B67059,Santa Maria Catholic School,Catholic,Elementary,416-393-5368,http://santamaria.tcdsb.org
763772,B67059,Senator O'Connor College School,Catholic,Secondary,416-393-5505,http://senatoroconnor.tcdsb.org
765023,B67059,St Agatha Catholic School,Catholic,Elementary,416-393-5302,http://stagatha.tcdsb.org
765635,B67059,St Agnes Catholic School,Catholic,Elementary,416-393-5345,http://stagnes.tcdsb.org
765759,B67059,St Aidan Catholic School,Catholic,Elementary,416-393-5350,http://staidan.tcdsb.org
766038,B67059,St Albert Catholic School,Catholic,Elementary,416-393-5335,http://stalbert.tcdsb.org
767913,B67059,St Alphonsus Catholic School,Catholic,Elementary,416-393-5326,http://stalphonsus.tcdsb.org
768537,B67059,St Ambrose Catholic School,Catholic,Elementary,416-393-5259,http://stambrose.tcdsb.org
845182,B67059,St Andre Catholic School,Catholic,Elementary,,https://www.tcdsb.org/schools/standre
768790,B67059,St Andrew Catholic School,Catholic,Elementary,416-393-5295,http://standrew.tcdsb.org
769525,B67059,St Angela Catholic School,Catholic,Elementary,416-393-5361,http://stangela.tcdsb.org
772437,B67059,St Anselm Catholic School,Catholic,Elementary,416-393-5243,http://stanselm.tcdsb.org
773735,B67059,St Anthony Catholic School,Catholic,Elementary,416-393-5210,http://stanthony.tcdsb.org
785857,B67059,St Antoine Daniel Catholic School,Catholic,Elementary,416-393-5339,http://stantoinedaniel.tcdsb.org
775444,B67059,St Augustine Catholic School,Catholic,Elementary,416-393-5328,http://staugustine.tcdsb.org
775819,B67059,St Barbara Catholic School,Catholic,Elementary,416-393-5274,http://stbarbara.tcdsb.org
775843,B67059,St Barnabas Catholic School,Catholic,Elementary,416-393-5351,http://stbarnabas.tcdsb.org
776637,B67059,St Bartholomew Catholic School,Catholic,Elementary,416-393-5334,http://stbartholomew.tcdsb.org
776360,B67059,St Basil-the-Great College School,Catholic,Secondary,416-393-5513,http://stbasilthegreat.tcdsb.org
776700,B67059,St Bede Catholic School,Catholic,Elementary,416-393-5425,http://stbede.tcdsb.org
776980,B67059,St Benedict Catholic School,Catholic,Elementary,416-393-5267,http://stbenedict.tcdsb.org
778800,B67059,St Bernard Catholic School,Catholic,Elementary,416-393-5261,http://stbernard.tcdsb.org
780235,B67059,St Bonaventure Catholic School,Catholic,Elementary,416-393-5263,http://stbonaventure.tcdsb.org
780499,B67059,St Boniface Catholic School,Catholic,Elementary,416-393-5277,http://stboniface.tcdsb.org
780570,B67059,St Brendan Catholic School,Catholic,Elementary,416-393-5359,http://stbrendan.tcdsb.org
780880,B67059,St Brigid Catholic School,Catholic,Elementary,416-393-5235,http://stbrigid.tcdsb.org
781118,B67059,St Bruno/St. Raymond Catholic School,Catholic,Elementary,416-393-5376,http://stbruno.tcdsb.org
781380,B67059,St Catherine Catholic School,Catholic,Elementary,416-393-5316,http://stcatherine.tcdsb.org
781797,B67059,St Cecilia Catholic School,Catholic,Elementary,416-393-5218,http://stcecilia.tcdsb.org
782963,B67059,St Charles Catholic School,Catholic,Elementary,416-393-5250,http://stcharles.tcdsb.org
783510,B67059,St Charles Garnier Catholic School,Catholic,Elementary,416-393-5363,http://stcharlesgarnier.tcdsb.org
784389,B67059,St Clare Catholic School,Catholic,Elementary,416-393-5214,http://stclare.tcdsb.org
784656,B67059,St Clement Catholic School,Catholic,Elementary,416-393-5307,http://StClement.tcdsb.org
784990,B67059,St Columba Catholic School,Catholic,Elementary,416-393-5380,http://stcolumba.tcdsb.org
785334,B67059,St Conrad Catholic School,Catholic,Elementary,416-393-5396,http://stconrad.tcdsb.org
785563,B67059,St Cyril Catholic School,Catholic,Elementary,416-393-5270,http://stcyril.tcdsb.org
786276,B67059,St Demetrius Catholic School,Catholic,Elementary,416-393-5384,http://stdemetrius.tcdsb.org
786497,B67059,St Denis Catholic School,Catholic,Elementary,416-393-5310,http://stdenis.tcdsb.org
786756,B67059,St Dominic Savio Catholic School,Catholic,Elementary,416-393-5467,http://stdominicsavio.tcdsb.org
787353,B67059,St Dorothy Catholic School,Catholic,Elementary,416-393-5341,http://stdorothy.tcdsb.org
787388,B67059,St Dunstan Catholic School,Catholic,Elementary,416-393-5241,http://stdunstan.tcdsb.org
787663,B67059,St Edmund Campion Catholic School,Catholic,Elementary,416-393-5356,http://stedmundcampion.tcdsb.org
788163,B67059,St Edward Catholic School,Catholic,Elementary,416-393-5255,http://stedward.tcdsb.org
789208,B67059,St Elizabeth Catholic School,Catholic,Elementary,416-393-5278,http://stelizabeth.tcdsb.org
789100,B67059,St Elizabeth Seton Catholic School,Catholic,Elementary,416-393-5386,http://stelizabethseton.tcdsb.org
789690,B67059,St Eugene Catholic School,Catholic,Elementary,416-393-5337,http://steugene.tcdsb.org
789917,B67059,St Fidelis Catholic School,Catholic,Elementary,416-393-5358,http://stfidelis.tcdsb.org
789992,B67059,St Florence Catholic School,Catholic,Elementary,416-393-5385,http://stflorence.tcdsb.org
792454,B67059,St Francis Xavier Catholic School,Catholic,Elementary,416-393-5271,http://stfrancisxavier.tcdsb.org
791946,B67059,St Francis de Sales Catholic School,Catholic,Elementary,416-393-5366,http://stfrancisdesales.tcdsb.org
791679,B67059,St Francis of Assisi Catholic School,Catholic,Elementary,416-393-5206,http://stfrancisofassisi.tcdsb.org
793620,B67059,St Gabriel Catholic School,Catholic,Elementary,416-393-5256,http://stgabriel.tcdsb.org
793868,B67059,St Gabriel Lalemant Catholic School,Catholic,Elementary,416-393-5377,http://stgabriellalemant.tcdsb.org
794678,B67059,St Gerald Catholic School,Catholic,Elementary,416-393-5319,http://stgerald.tcdsb.org
795968,B67059,St Gregory Catholic School,Catholic,Elementary,416-393-5262,http://stgregory.tcdsb.org
796611,B67059,St Helen Catholic School,Catholic,Elementary,416-393-5208,http://sthelen.tcdsb.org
797073,B67059,St Henry Catholic School,Catholic,Elementary,416-393-5395,http://sthenry.tcdsb.org
798215,B67059,St Ignatius of Loyola Catholic School,Catholic,Elementary,416-393-5365,http://stignatiusofloyola.tcdsb.org
798290,B67059,St Isaac Jogues Catholic School,Catholic,Elementary,416-393-5315,http://stisaacjogues.tcdsb.org
799343,B67059,St James Catholic School,Catholic,Elementary,416-393-5275,http://stjames.tcdsb.org
799734,B67059,St Jane Frances Catholic School,Catholic,Elementary,416-393-5296,http://stjanefrances.tcdsb.org
800406,B67059,St Jean de Brebeuf Catholic School,Catholic,Elementary,416-393-5394,http://stjeandebrebeuf.tcdsb.org
800775,B67059,St Jerome Catholic School,Catholic,Elementary,416-393-5294,http://stjerome.tcdsb.org
801160,B67059,St Joachim Catholic School,Catholic,Elementary,416-393-5292,http://stjoachim.tcdsb.org
723428,B67059,St Joan of Arc Catholic Academy,Catholic,Secondary,416-393-5554,http://jeanvanier.tcdsb.org
850306,B67059,St John Bosco Catholic School,Catholic,Elementary,416-393-5305,http://stjohnbosco.tcdsb.org
802336,B67059,St John Catholic School,Catholic,Elementary,416-393-5220,http://stjohn.tcdsb.org
694193,B67059,St John Henry Newman Catholic High School,Catholic,Secondary,416-393-5519,http://blessedcardinalnewman.tcdsb.org
751537,B67059,St John Paul II Catholic Secondary School,Catholic,Secondary,416-393-5531,http://blessedpopejohnpaulii.tcdsb.org
805866,B67059,St John Vianney Catholic School,Catholic,Elementary,416-393-5392,http://stjohnvianney.tcdsb.org
724122,B67059,St John XXIII Catholic School,Catholic,Elementary,416-393-5348,https://www.tcdsb.org/Schools/stjohnxxiii/Pages/Default.aspx
802468,B67059,St John the Evangelist Catholic School,Catholic,Elementary,416-393-5244,http://stjohntheevangelist.tcdsb.org
805971,B67059,St Josaphat Catholic School,Catholic,Elementary,416-393-5291,http://stjosaphat.tcdsb.org
811564,B67059,St Joseph Catholic School,Catholic,Elementary,416-393-5209,http://stjoseph.tcdsb.org
815160,B67059,St Joseph Morrow Park Catholic Secondary School,Catholic,Secondary,416-393-5516,http://stjosephmorrowpark.tcdsb.org
814954,B67059,St Joseph's College School,Catholic,Secondary,416-393-5514,http://stjosephcollege.tcdsb.org
816370,B67059,St Jude Catholic School,Catholic,Elementary,416-393-5279,http://stjude.tcdsb.org
689807,B67059,St Kateri Tekakwitha Catholic School,Catholic,Elementary,416-393-5393,http://stkateritekakwitha.tcdsb.org
816760,B67059,St Kevin Catholic School,Catholic,Elementary,416-393-5300,http://stkevin.tcdsb.org
817287,B67059,St Lawrence Catholic School,Catholic,Elementary,416-393-5264,http://stlawrence.tcdsb.org
818194,B67059,St Leo Catholic School,Catholic,Elementary,416-393-5333,http://stleo.tcdsb.org
819239,B67059,St Louis Catholic School,Catholic,Elementary,416-393-5331,http://stlouis.tcdsb.org
820610,B67059,St Luigi Catholic School,Catholic,Elementary,416-393-5370,http://stluigi.tcdsb.org
820903,B67059,St Malachy Catholic School,Catholic,Elementary,416-393-5336,http://stmalachy.tcdsb.org
821055,B67059,St Marcellus Catholic School,Catholic,Elementary,416-393-5311,http://stmarcellus.tcdsb.org
821578,B67059,St Margaret Catholic School,Catholic,Elementary,416-393-5249,http://stmargaret.tcdsb.org
689998,B67059,St Marguerite Bourgeoys Catholic Catholic School,Catholic,Elementary,416-393-5381,http://stmargueritebourgeoys.tcdsb.org
822353,B67059,St Maria Goretti Catholic School,Catholic,Elementary,416-393-5260,http://stmariagoretti.tcdsb.org
822876,B67059,St Mark Catholic School,Catholic,Elementary,416-393-5332,http://stmark.tcdsb.org
823597,B67059,St Martha Catholic School,Catholic,Elementary,416-393-5344,http://stmartha.tcdsb.org
802247,B67059,St Martin Catholic School (St.Martin),Catholic,Secondary,416-397-6536,http://www.msgrfraseralternative.org/
852549,B67059,St Martin Catholic School(OL of Lourdes,Catholic,Elementary,416-397-6536,
824305,B67059,St Martin De Porres Catholic School,Catholic,Elementary,416-393-5286,http://stmartindeporres.tcdsb.org
689831,B67059,St Mary Catholic Academy,Catholic,Secondary,416-393-5528,http://stmarysecondary.tcdsb.org
830933,B67059,St Mary Catholic School,Catholic,Elementary,416-393-5205,http://stmary.tcdsb.org
827290,B67059,St Mary of the Angels Catholic School,Catholic,Elementary,416-393-5228,http://stmaryoftheangels.tcdsb.org
832367,B67059,St Matthew Catholic School,Catholic,Elementary,416-393-5240,http://stmatthew.tcdsb.org
832219,B67059,St Matthias Catholic School,Catholic,Elementary,416-393-5357,http://stmatthias.tcdsb.org
832405,B67059,St Maurice Catholic School,Catholic,Elementary,416-393-5379,http://stmaurice.tcdsb.org
834491,B67059,St Michael Catholic School,Catholic,Elementary,416-393-5387,http://stmichael.tcdsb.org
835200,B67059,St Michael's Choir (Jr) School,Catholic,Elementary,416-393-5518,http://www.smcs.on.ca
834718,B67059,St Michael's Choir (Sr) School,Catholic,Secondary,416-393-5518,http://stmichaelchoir.tcdsb.org
835480,B67059,St Monica Catholic School,Catholic,Elementary,416-393-5224,http://stmonica.tcdsb.org
733024,B67059,St Mother Teresa Catholic Academy,Catholic,Secondary,416-393-5538,http://blessedmotherteresa.tcdsb.org
836133,B67059,St Nicholas Catholic School,Catholic,Elementary,416-393-5308,http://stnicholas.tcdsb.org
836435,B67059,St Nicholas of Bari Catholic School,Catholic,Elementary,416-393-5355,http://stnicholasofbari.tcdsb.org
836524,B67059,St Norbert Catholic School,Catholic,Elementary,416-393-5309,http://stnorbert.tcdsb.org
685550,B67059,St Oscar Romero Catholic Secondary School,Catholic,Secondary,416-393-5555,https://www.tcdsb.org/schools/stoscarromero
836656,B67059,St Paschal Baylon Catholic School,Catholic,Elementary,416-393-5283,http://stpaschalbaylon.tcdsb.org
838268,B67059,St Patrick Catholic Secondary School,Catholic,Secondary,416-393-5546,http://stpatrick.tcdsb.org
842540,B67059,St Paul Catholic School,Catholic,Elementary,416-393-5204,http://stpaul.tcdsb.org
751405,B67059,St Paul VI Catholic School,Catholic,Elementary,416-393-5374,https://www.tcdsb.org/schools/stpaulvi
846660,B67059,St Pius X Catholic School,Catholic,Elementary,416-393-5237,http://stpiusx.tcdsb.org
848220,B67059,St Raphael Catholic School,Catholic,Elementary,416-393-5285,http://straphael.tcdsb.org
849243,B67059,St Rene Goupil Catholic School,Catholic,Elementary,416-393-5408,http://strenegoupil.tcdsb.org
848875,B67059,St Richard Catholic School,Catholic,Elementary,416-393-5301,http://strichard.tcdsb.org
849138,B67059,St Rita Catholic School,Catholic,Elementary,416-393-5216,http://strita.tcdsb.org
849650,B67059,St Robert Catholic School,Catholic,Elementary,416-393-5297,http://strobert.tcdsb.org
849812,B67059,St Roch Catholic School,Catholic,Elementary,416-393-5320,http://stroch.tcdsb.org
850047,B67059,St Rose of Lima Catholic School,Catholic,Elementary,416-393-5269,http://stroseoflima.tcdsb.org
850209,B67059,St Sebastian Catholic School,Catholic,Elementary,416-393-5354,http://stsebastian.tcdsb.org
850381,B67059,St Simon Catholic School,Catholic,Elementary,416-393-5383,http://stsimon.tcdsb.org
850829,B67059,St Stephen Catholic School,Catholic,Elementary,416-393-5284,http://ststephen.tcdsb.org
851078,B67059,St Sylvester Catholic School,Catholic,Elementary,416-393-5373,http://stsylvester.tcdsb.org
852511,B67059,St Theresa Shrine Catholic School,Catholic,Elementary,416-393-5248,http://sttheresashrine.tcdsb.org
855243,B67059,St Thomas Aquinas Catholic School,Catholic,Elementary,416-393-5236,http://stthomasaquinas.tcdsb.org
855650,B67059,St Thomas More Catholic School,Catholic,Elementary,416-393-5322,http://stthomasmore.tcdsb.org
856541,B67059,St Timothy Catholic School,Catholic,Elementary,416-393-5298,http://sttimothy.tcdsb.org
856932,B67059,St Ursula Catholic School,Catholic,Elementary,416-393-5306,http://stursula.tcdsb.org
857742,B67059,St Victor Catholic School,Catholic,Elementary,416-393-5338,http://stvictor.tcdsb.org
858757,B67059,St Vincent de Paul Catholic School,Catholic,Elementary,416-393-5227,http://stvincentdepaul.tcdsb.org
859036,B67059,St Wilfrid Catholic School,Catholic,Elementary,416-393-5313,http://stwilfrid.tcdsb.org
710601,B67059,St. Margherita of Cittá di Castello Catholic School,Catholic,Elementary,416-393-5409,http://blessedmargherita.tcdsb.org
859591,B67059,Stella Maris Catholic School,Catholic,Elementary,416-393-5371,http://stellamaris.tcdsb.org
784435,B67059,Sts Cosmas and Damian Catholic School,Catholic,Elementary,416-393-5398,http://stscosmasanddamian.tcdsb.org
868825,B67059,The Divine Infant Catholic School,Catholic,Elementary,416-393-5414,http://TheDivineInfant.tcdsb.org
803403,B67059,The Holy Trinity Catholic School,Catholic,Elementary,,https://www.tcdsb.org/schools/TheHolyTrinity
864994,B67059,Transfiguration of our Lord Catholic School,Catholic,Elementary,416-393-5276,http://transfiguration.tcdsb.org
866423,B67059,Venerable John Merlini Catholic School,Catholic,Elementary,416-393-5397,http://venerablejohnmerlini.tcdsb.org
890227,B66052,A Y Jackson Secondary School,Public,Secondary,416-395-3140,http://www.ayjackson.ca
013943,B66052,ALPHA Alternative Junior School,Public,Elementary,416-393-1880,http://schools.tdsb.on.ca/alpha/
285662,B66052,ALPHA II Alternative School,Public,Elementary,416-393-0501,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10059&pageid=7583&menuid=8663
901908,B66052,ALPHA II Alternative School,Public,Secondary,416-393-0400,http://www.tdsb.on.ca/schools/index.asp?schno=5900
002151,B66052,Adam Beck Junior Public School,Public,Elementary,416-393-1682,http://schoolweb.tdsb.on.ca/adambeck
344930,B66052,Africentric Alternative School,Public,Elementary,416-395-5251,http://schoolweb.tdsb.on.ca/africentricschool
890723,B66052,Agincourt Collegiate Institute,Public,Secondary,416-396-6675,http://schoolweb.tdsb.on.ca/agincourtci
004499,B66052,Agincourt Junior Public School,Public,Elementary,416-396-6010,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4312
005479,B66052,Agnes Macphail Public School,Public,Elementary,416-396-6015,http://schoolweb.tdsb.on.ca/agnesmacphail/
890880,B66052,Albert Campbell Collegiate Institute,Public,Secondary,416-396-6684,http://schoolweb.tdsb.on.ca/albertcampbell
006602,B66052,Albion Heights Junior Middle School,Public,Elementary,416-394-7520,http://schoolweb.tdsb.on.ca/albionheights
009172,B66052,Alexander Muir/Gladstone Ave Junior and Senior Public School,Public,Elementary,416-393-9140,http://schoolweb.tdsb.on.ca/alexandermuirgladstone
329177,B66052,Alexander Stirling Public School,Public,Elementary,416-396-6020,http://schoolweb.tdsb.on.ca/alexanderstirling
011088,B66052,Alexmuir Junior Public School,Public,Elementary,416-396-6025,http://schoolweb.tdsb.on.ca/alexmuir
013200,B66052,Allenby Junior Public School,Public,Elementary,416-393-9115,http://schoolweb.tdsb.on.ca/allenby
892475,B66052,Alternative Scarborough Education 1,Public,Secondary,416-396-6914,http://schoolweb.tdsb.on.ca/ase1
287801,B66052,Alvin Curling Public School,Public,Elementary,,http://schoolweb.tdsb.on.ca/alvincurling
466255,B66052,Amesbury Middle School,Public,Elementary,416-395-2000,http://schoolweb.tdsb.on.ca/amesbury
018929,B66052,Ancaster Public School,Public,Elementary,416-395-2010,http://schoolweb.tdsb.on.ca/ancaster
019445,B66052,Annette Street Junior and Senior Public School,Public,Elementary,416-393-9040,http://www.annettestreetpublicschool.com
019704,B66052,Anson Park Public School,Public,Elementary,416-396-6030,http://schoolweb.tdsb.on.ca/ansonpark
019720,B66052,Anson S Taylor Junior Public School,Public,Elementary,416-396-6035,http://schoolweb.tdsb.on.ca/ansonstaylor
020303,B66052,Arbor Glen Public School,Public,Elementary,416-395-2020,http://schoolweb.tdsb.on.ca/arborglen
020745,B66052,Armour Heights Public School,Public,Elementary,416-397-2950,http://www.armourheightsps.ca
014036,B66052,Avondale Alternative Elementary School,Public,Elementary,416-395-3130,http://schoolweb.tdsb.on.ca/avondale
028614,B66052,Avondale Public School,Public,Elementary,416-395-3130,http://schoolweb.tdsb.on.ca/avondale
890120,B66052,Avondale Secondary Alternative School,Public,Secondary,416-395-3130,http://schools.tdsb.on.ca/avondalesa
030104,B66052,Bala Avenue Community School,Public,Elementary,416-394-2210,http://www.tdsb.on.ca/SchoolWeb/_site/ViewItem.asp?siteid=10031&menuid=7938&pageid=6928
031011,B66052,Balmy Beach Community School,Public,Elementary,416-393-1565,http://schoolweb.tdsb.on.ca/balmybeach/
450144,B66052,Bannockburn Public School,Public,Elementary,,
031887,B66052,Banting and Best Public School,Public,Elementary,416-396-5800,http://schoolweb.tdsb.on.ca/banting
035173,B66052,Baycrest Public School,Public,Elementary,416-395-2040,http://schools.tdsb.on.ca/baycrest/
037257,B66052,Bayview Middle School,Public,Elementary,416-395-2050,http://schoolweb.tdsb.on.ca/bayviewms/
037710,B66052,Beaches Alternative Junior School,Public,Elementary,416-393-1451,http://schoolweb.tdsb.on.ca/beachesalternative
038032,B66052,Beaumonde Heights Junior Middle School,Public,Elementary,416-394-7790,http://schoolweb.tdsb.on.ca/beaumondeheights/
039594,B66052,Bedford Park Public School,Public,Elementary,416-393-9424,http://bedfordpark.ca
041416,B66052,Bellmere Junior Public School,Public,Elementary,416-396-6040,http://schoolweb.tdsb.on.ca/bellmere/
146998,B66052,Ben Heppner Vocal Music Academy,Public,Elementary,416-396-6305,http://schoolweb.tdsb.on.ca/benheppnervma
043494,B66052,Bendale Junior Public School,Public,Elementary,416-396-6045,http://schoolweb.tdsb.on.ca/bendalejr/Home.aspx
043753,B66052,Bennington Heights Elementary School,Public,Elementary,416-396-2310,http://schoolweb.tdsb.on.ca/benningtonheights
045446,B66052,Berner Trail Junior Public School,Public,Elementary,416-396-6050,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4332
047260,B66052,Bessborough Drive Elementary and Middle School,Public,Elementary,416-396-2315,http://schoolweb.tdsb.on.ca/bessborough
048046,B66052,Beverley Heights Middle School,Public,Elementary,416-395-3000,http://schoolweb.tdsb.on.ca/beverleyheights
670413,B66052,Beverley School,Public,Elementary,416-397-2750,http://schools.tdsb.on.ca/beverley
048020,B66052,Beverly Glen Junior Public School,Public,Elementary,416-396-6055,http://schoolweb.tdsb.on.ca/beverlyglen/
049476,B66052,Birch Cliff Heights Public School,Public,Elementary,416-396-6065,http://schoolweb.tdsb.on.ca/birchcliffhts
049344,B66052,Birch Cliff Public School,Public,Elementary,416-396-6060,http://schoolweb.tdsb.on.ca/birchcliff
895016,B66052,Birchmount Park Collegiate Institute,Public,Secondary,416-396-6704,http://schoolweb.tdsb.on.ca/birchmountpark/
050288,B66052,Blacksmith Public School,Public,Elementary,416-395-2060,http://schoolweb.tdsb.on.ca/blacksmith/
050679,B66052,Blake Street Junior Public School,Public,Elementary,416-393-9415,http://schoolweb.tdsb.on.ca/blakestreet
053244,B66052,Blantyre Public School,Public,Elementary,416-396-6070,http://schools.tdsb.on.ca/blantyre/
053376,B66052,Blaydon Public School,Public,Elementary,416-395-2070,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3030
054593,B66052,Bliss Carman Senior Public School,Public,Elementary,416-396-6075,http://schoolweb.tdsb.on.ca/BlissCarman
895407,B66052,Bloor Collegiate Institute,Public,Secondary,416-393-1420,http://schoolweb.tdsb.on.ca/bloorci/
054801,B66052,Bloordale Middle School,Public,Elementary,416-394-7020,http://schoolweb.tdsb.on.ca/bloordale/
054933,B66052,Bloorlea Middle School,Public,Elementary,416-394-7140,http://schoolweb.tdsb.on.ca/bloorlea/
055328,B66052,Blythwood Junior Public School,Public,Elementary,416-393-9105,http://www.tdsb.on.ca/schools/index.asp?schno=5297
056367,B66052,Bowmore Road Junior and Senior Public School,Public,Elementary,416-393-9450,http://schoolweb.tdsb.on.ca/bowmore
197030,B66052,Boys Leadership Academy,Public,Elementary,416-394-7900,
057100,B66052,Braeburn Junior School,Public,Elementary,416-394-7770,http://schoolweb.tdsb.on.ca/braeburn/
060658,B66052,Brian Public School,Public,Elementary,416-395-2080,http://schoolweb.tdsb.on.ca/brian
060917,B66052,Briarcrest Junior School,Public,Elementary,416-394-6180,http://schoolweb.tdsb.on.ca/briarcrest/
061956,B66052,Bridlewood Junior Public School,Public,Elementary,416-396-6080,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4354
063541,B66052,Brimwood Boulevard Junior Public School,Public,Elementary,416-396-6085,http://schoolweb.tdsb.on.ca/brimwood
063649,B66052,Broadacres Junior Public School,Public,Elementary,416-394-7030,http://schoolweb.tdsb.on.ca/broadacres
063770,B66052,Broadlands Public School,Public,Elementary,416-395-2090,http://schoolweb.tdsb.on.ca/broadlands/
064424,B66052,Brock Public School,Public,Elementary,416-393-9245,http://schoolweb.tdsb.on.ca/brock
066508,B66052,Brookhaven Public School,Public,Elementary,416-395-2110,http://schoolweb.tdsb.on.ca/brookhaven/
066540,B66052,Brookmill Boulevard Junior Public School,Public,Elementary,416-396-6090,http://schoolweb.tdsb.on.ca/brookmill/Home.aspx
356315,B66052,Brookside Public School,Public,Elementary,416-396-7940,http://schoolweb.tdsb.on.ca/brookside
282227,B66052,Brookview Middle School,Public,Elementary,416-395-2120,http://schoolweb.tdsb.on.ca/brookview
067156,B66052,Brown Junior Public School,Public,Elementary,416-393-1560,http://schoolweb.tdsb.on.ca/brown
067547,B66052,Bruce Public School,Public,Elementary,416-393-0670,http://schoolweb.tdsb.on.ca/bruce
068713,B66052,Buchanan Public School,Public,Elementary,416-396-6100,http://schoolweb.tdsb.on.ca/buchanan
897485,B66052,Burnhamthorpe Collegiate Institute,Public,Secondary,416-394-7130,http://burnhamthorpecollegiate.com
071749,B66052,Burrows Hall Junior Public School,Public,Elementary,416-396-6105,http://schoolweb.tdsb.on.ca/burrowshall
072745,B66052,C D Farquharson Junior Public School,Public,Elementary,416-396-6110,http://schoolweb.tdsb.on.ca/cdfarquharson
128058,B66052,C R Marchant Middle School,Public,Elementary,416-394-2268,http://crmarchant.com
897744,B66052,C W Jefferys Collegiate Institute,Public,Secondary,416-395-3170,http://schoolweb.tdsb.on.ca/cwjefferys/
890529,B66052,CALC Secondary School,Public,Secondary,416-393-9740,http://www.calconline.net
075990,B66052,Calico Public School,Public,Elementary,416-395-2130,http://schoolweb.tdsb.on.ca/calico
080020,B66052,Cameron Public School,Public,Elementary,416-395-2140,http://schoolweb.tdsb.on.ca/cameron/
912651,B66052,Caring and Safe Schools LC1,Public,Secondary,416-395-5128,http://www.tdsb.on.ca/schools/tdsb_school_search/SearchBySchool.asp
909300,B66052,Caring and Safe Schools LC2,Public,Secondary,416-395-5128,http://www.tdsb.on.ca/schools/tdsb_school_search/SearchBySchool.asp
899704,B66052,Caring and Safe Schools LC3,Public,Secondary,416-395-5128,
952524,B66052,Caring and Safe Schools LC4,Public,Secondary,416-395-5128,http://www.tdsb.on.ca/schools/tdsb_school_search/SearchBySchool.asp
425826,B66052,Carleton Village Junior and Senior Public School,Public,Elementary,416-393-1600,http://schoolweb.tdsb.on.ca/carletonvillage
088080,B66052,Cassandra Public School,Public,Elementary,416-395-2150,http://schoolweb.tdsb.on.ca/cassandra/
136551,B66052,Castlebar Junior School,Public,Elementary,,
089486,B66052,Cedar Drive Junior Public School,Public,Elementary,416-396-6120,http://schoolweb.tdsb.on.ca/cedardrive
899178,B66052,Cedarbrae Collegiate Institute,Public,Secondary,416-396-4400,http://www.cedarbraeci.com/
089770,B66052,Cedarbrook Public School,Public,Elementary,416-396-6115,http://schoolweb.tdsb.on.ca/cedarbrook
090034,B66052,Cedarvale Community School,Public,Elementary,416-394-2244,http://schoolweb.tdsb.on.ca/cedarvale
090298,B66052,Centennial Road Junior Public School,Public,Elementary,416-396-6125,http://schoolweb.tdsb.on.ca/centennialroad
952842,B66052,Central Etobicoke High School,Public,Secondary,416-394-7090,http://schoolweb.tdsb.on.ca/centraletobicoke/
900087,B66052,Central Technical School,Public,Secondary,416-393-0060,http://schoolweb.tdsb.on.ca/centraltechnicalschool
899437,B66052,Central Toronto Academy,Public,Secondary,416-393-0030,http://schools.tdsb.on.ca/centraltorontoacademy
100048,B66052,Chalkfarm Public School,Public,Elementary,416-395-2160,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3066&Status=L
101605,B66052,Charles E Webster Public School,Public,Elementary,416-394-2250,http://schoolweb.tdsb.on.ca/cewebster
101737,B66052,Charles G Fraser Junior Public School,Public,Elementary,416-393-1830,http://schoolweb.tdsb.on.ca/charlesgfraser/
101796,B66052,Charles Gordon Senior Public School,Public,Elementary,416-396-6130,http://schoolweb.tdsb.on.ca/charlesgordon
151262,B66052,Charles H Best Junior and Middle School,Public,Elementary,416-395-2170,http://schoolweb.tdsb.on.ca/chbest/
102440,B66052,Charlottetown Junior Public School,Public,Elementary,416-396-6135,http://schoolweb.tdsb.on.ca/charlottetown/
102580,B66052,Chartland Junior Public School,Public,Elementary,416-396-6140,http://schoolweb.tdsb.on.ca/chartland
105694,B66052,Cherokee Public School,Public,Elementary,416-395-2190,http://schoolweb.tdsb.on.ca/cherokee
106151,B66052,Chester Elementary School,Public,Elementary,416-396-2325,http://schoolweb.tdsb.on.ca/chester
106178,B66052,Chester Le Junior Public School,Public,Elementary,416-396-6145,http://schoolweb.tdsb.on.ca/chesterlejps
493104,B66052,Chief Dan George Public School,Public,Elementary,416-396-6150,http://schoolweb.tdsb.on.ca/chiefdangeorge
106410,B66052,Chine Drive Public School,Public,Elementary,416-396-6155,http://schoolweb.tdsb.on.ca/chinedrive
107190,B66052,Church Street Junior Public School,Public,Elementary,416-393-1250,http://schoolweb.tdsb.on.ca/churchstreet
107581,B66052,Churchill Heights Public School,Public,Elementary,416-396-6160,http://schoolweb.tdsb.on.ca/churchillheights
