School Number,Board Number,School Name,School Type,School Level,Street,Municipality,City,Province,Postal Code,Fax Number,Latitude,Longitude,Phone Number,School Website
918555,B66176,Jacob Hespeler Secondary School,Public,Secondary,355 Holiday Inn Dr,Cambridge,Cambridge,Ontario,N3C1Z2,519-658-8171,43.41773,-80.317,519-658-4910,http://jhss.wrdsb.ca/
339451,B66176,Janet Metcalfe Public School,Public,Elementary,335 Seabrooke Drive,Waterloo,Kitchener,Ontario,N2R0G3,,43.38623,-80.4962,,http://jme.wrdsb.ca/
471541,B66176,Jean Steckle Public School,Public,Elementary,130 Woodbine Avenue,Waterloo,Kitchener,Ontario,N2R1X9,519-748-2121,43.38808,-80.4852,519-748-1919,https://jst.wrdsb.ca
285536,B66176,John Darling Public School,Public,Elementary,200 Rolling Meadows Dr,Kitchener,Kitchener,Ontario,N2N3G9,519-749-0225,43.42012,-80.5472,519-749-0834,http://jdp.wrdsb.ca/
283860,B66176,John Mahood Public School,Public,Elementary,5 First St W,Woolwich,Elmira,Ontario,N3B1G1,519-669-3182,43.5919,-80.563,519-669-5153,http://jma.wrdsb.ca/
288241,B66176,Keatsway Public School,Public,Elementary,323 Keats Way,Waterloo,Waterloo,Ontario,N2L5V9,519-886-1659,43.46001,-80.5461,519-886-1650,http://kea.wrdsb.ca/
294390,B66176,King Edward Public School,Public,Elementary,709 King St W,Kitchener,Kitchener,Ontario,N2G1E3,519-578-0012,43.45463,-80.5058,519-578-0220,http://ked.wrdsb.ca/
920495,B66176,Kitchener Waterloo Collegiate and Vocational School,Public,Secondary,787 King St W,Kitchener,Kitchener,Ontario,N2G1E3,519-745-1549,43.45561,-80.5088,519-745-6851,http://kci.wrdsb.ca/
303003,B66176,Lackner Woods Public School,Public,Elementary,151 Zeller Dr,Kitchener,Kitchener,Ontario,N2A4H4,519-894-2908,43.45226,-80.4189,519-894-1150,http://lkw.wrdsb.ca/
942006,B66176,Laurel Heights Secondary School,Public,Secondary,650 Laurelwood Dr,Waterloo,Waterloo,Ontario,N2V2V1,519-880-9718,43.47149,-80.5942,519-880-9979,http://jam.wrdsb.ca/
308463,B66176,Laurelwood Public School,Public,Elementary,460 Brentcliffe Dr,Waterloo,Waterloo,Ontario,N2T2R5,519-884-9502,43.46852,-80.5762,519-884-9999,http://lrw.wrdsb.ca/
309320,B66176,Laurentian Public School,Public,Elementary,777 Westmount Rd E,Kitchener,Kitchener,Ontario,N2E1J2,519-578-6180,43.41652,-80.5019,519-578-6160,http://lau.wrdsb.ca/
311731,B66176,Lester B Pearson Public School,Public,Elementary,520 Chesapeake Dr,Waterloo,Waterloo,Ontario,N2K4G5,519-880-0822,43.50739,-80.5065,519-880-0300,http://lbp.wrdsb.ca/
588326,B66176,Lexington Public School,Public,Elementary,431 Forestlawn Rd,Waterloo,Waterloo,Ontario,N2K2J5,519-747-4843,43.50206,-80.4961,519-747-3314,http://lex.wrdsb.ca
313246,B66176,Lincoln Heights Public School,Public,Elementary,270 Quickfall Dr,Waterloo,Waterloo,Ontario,N2J3S9,519-884-2152,43.48174,-80.5081,519-884-4010,http://lnh.wrdsb.ca/
314331,B66176,Linwood Public School,Public,Elementary,50 Pine St,Wellesley,Linwood,Ontario,N0B2A0,519-698-2201,43.58044,-80.7329,519-698-2680,http://lin.wrdsb.ca/
327930,B66176,MacGregor Public School,Public,Elementary,32 Central St,Waterloo,Waterloo,Ontario,N2L3A6,519-885-1327,43.4704,-80.5256,519-885-6200,http://mcg.wrdsb.ca/
589101,B66176,Mackenzie King Public School,Public,Elementary,51 Natchez Rd,Kitchener,Kitchener,Ontario,N2B3A7,519-745-1461,43.46595,-80.4476,519-745-8694,http://mck.wrdsb.ca/
331708,B66176,Manchester Public School,Public,Elementary,455 Dundas St,Cambridge,Cambridge,Ontario,N1R5R5,519-621-3233,43.37104,-80.3135,519-621-8240,http://man.wrdsb.ca/
338079,B66176,Margaret Avenue Public School,Public,Elementary,325 Louisa St,Kitchener,Kitchener,Ontario,N2H5N1,519-578-1928,43.45947,-80.49,519-578-1910,http://mrg.wrdsb.ca
345997,B66176,Mary Johnston Public School,Public,Elementary,475 Brynhurst Blvd,Waterloo,Waterloo,Ontario,N2T2C6,519-747-1622,43.45819,-80.5643,519-747-1620,http://mjp.wrdsb.ca
356425,B66176,Meadowlane Public School,Public,Elementary,236 Forestwood Dr,Kitchener,Kitchener,Ontario,N2N1C1,519-579-2851,43.41895,-80.5268,519-579-5030,http://mea.wrdsb.ca/
083559,B66176,Millen Woods Public School,Public,Elementary,640 New Hampshire Street,Kitchener,Waterloo,Ontario,N2K0A5,519-725-0960,43.51343,-80.5042,519-725-4221,http://mil.wrdsb.ca
109487,B66176,Moffat Creek Public School,Public,Elementary,710 Myers Road,Waterloo,Cambridge,Ontario,N1P0A8,519-620-2440,43.34546,-80.2763,519-620-1661,https://mof.wrdsb.ca
382620,B66176,N A MacEachern Public School,Public,Elementary,580 Rolling Hills Dr,Waterloo,Waterloo,Ontario,N2L4Z9,519-885-0064,43.48955,-80.5614,519-885-1731,http://nam.wrdsb.ca
610429,B66176,New Dundee Public School,Public,Elementary,1430 Bridge St,Wilmot,New Dundee,Ontario,N0B2E0,519-696-2083,43.35046,-80.5321,519-696-2296,http://ndd.wrdsb.ca/
383422,B66176,Northlake Woods Public School,Public,Elementary,500 Northlake Dr,Waterloo,Waterloo,Ontario,N2V2A4,519-885-2890,43.49616,-80.5654,519-885-1115,http://nlw.wrdsb.ca/
265740,B66176,Oak Creek Public School,Public,Elementary,80 Tartan Avenue,Waterloo,Kitchener,Ontario,N2R0N6,,43.382447,-80.475947,,
433799,B66176,Park Manor Public School,Public,Elementary,18 Mockingbird Dr,Woolwich,Elmira,Ontario,N3B1T1,519-669-5185,43.58794,-80.5711,519-669-5183,http://pkm.wrdsb.ca/
436267,B66176,Parkway Public School,Public,Elementary,436 Preston Pkwy,Cambridge,Cambridge,Ontario,N3H5C7,519-653-0513,43.3962,-80.3782,519-653-0383,http://pkw.wrdsb.ca/
445878,B66176,Pioneer Park Public School,Public,Elementary,55 Upper Canada Dr,Kitchener,Kitchener,Ontario,N2P1G2,519-748-6576,43.397,-80.4436,519-748-0142,http://pio.wrdsb.ca/
936480,B66176,Preston High School,Public,Secondary,550 Rose St,Cambridge,Cambridge,Ontario,N3H2E6,519-653-0182,43.39123,-80.3655,519-653-2367,http://phs.wrdsb.ca/
095753,B66176,Preston Public School,Public,Elementary,210 Westminster Dr N,Cambridge,Cambridge,Ontario,N3H5C8,519-653-1951,43.3976,-80.3575,519-653-0387,http://pre.wrdsb.ca/
460273,B66176,Prueter Public School,Public,Elementary,40 Prueter Ave,Kitchener,Kitchener,Ontario,N2H6G6,519-578-3622,43.46833,-80.4907,519-578-0910,http://pru.wrdsb.ca/
461962,B66176,Queen Elizabeth Public School,Public,Elementary,191 Hoffman St,Kitchener,Kitchener,Ontario,N2M3N2,519-578-2320,43.43048,-80.4864,519-578-3910,http://qel.wrdsb.ca/
466646,B66176,Queensmount Public School,Public,Elementary,21 Westmount Rd W,Kitchener,Kitchener,Ontario,N2M1R6,519-578-3940,43.43388,-80.5109,519-578-0400,http://qsm.wrdsb.ca/
486140,B66176,Riverside Public School,Public,Elementary,250 William St,Woolwich,Elmira,Ontario,N3B0B9,519-669-5024,43.60211,-80.5592,519-669-5417,http://riv.wrdsb.ca/
488747,B66176,Rockway Public School,Public,Elementary,70 Vanier Dr,Kitchener,Kitchener,Ontario,N2C1J5,519-576-1640,43.42917,-80.4642,519-576-5730,http://roc.wrdsb.ca/
926359,B66176,Rosemount - U Turn School,Public,Secondary,151 Weber St,Waterloo,Waterloo,Ontario,N2J2A9,519-576-7060,43.46222,-80.4577,519-576-0123,https://rmt.wrdsb.ca
677477,B66176,Rosemount Grand River,Public,Elementary,175 Indian Rd,Kitchener,Kitchener,Ontario,N2B2S7,519-576-7060,43.46217,-80.4578,519-576-6870,https://rmt.wrdsb.ca/
496685,B66176,Saginaw Public School,Public,Elementary,740 Saginaw Pkwy,Cambridge,Cambridge,Ontario,N1T1V6,519-624-6599,43.39369,-80.2789,519-624-7111,http://sag.wrdsb.ca/
497738,B66176,Sandhills Public School,Public,Elementary,1250 Victoria St S,Kitchener,Kitchener,Ontario,N2N3J2,519-744-8270,43.43238,-80.5437,519-744-4430,http://shl.wrdsb.ca/
497800,B66176,Sandowne Public School,Public,Elementary,265 Sandowne Dr,Waterloo,Waterloo,Ontario,N2K2C1,519-884-2299,43.49177,-80.5059,519-884-4800,http://snd.wrdsb.ca/
509159,B66176,Sheppard Public School,Public,Elementary,278 Weber St E,Kitchener,Kitchener,Ontario,N2H1G2,519-578-8741,43.44665,-80.4719,519-578-5920,http://she.wrdsb.ca/
533718,B66176,Silverheights Public School,Public,Elementary,390 Scott Rd,Cambridge,Cambridge,Ontario,N3C3Z7,519-658-2764,43.4419,-80.3153,519-658-9023,http://sil.wrdsb.ca/
379959,B66176,Sir Adam Beck Public School,Public,Elementary,1140 Snyder's Rd. W.,Wilmot,Baden,Ontario,N3A0A8,519-634-5077,43.40155,-80.6859,519-634-8757,http://sab.wrdsb.ca
518905,B66176,Smithson Public School,Public,Elementary,150 Belleview Ave,Kitchener,Kitchener,Ontario,N2B1G7,519-578-5975,43.45406,-80.4614,519-578-3890,http://smi.wrdsb.ca/
524751,B66176,Southridge Public School,Public,Elementary,1425 Queen's Blvd,Kitchener,Kitchener,Ontario,N2M5B3,519-576-1059,43.42918,-80.5183,519-576-0940,http://srg.wrdsb.ca/
943894,B66176,Southwood Secondary School,Public,Secondary,30 Southwood Dr,Cambridge,Cambridge,Ontario,N1S4K3,519-621-3342,43.35003,-80.3369,519-621-5920,http://sss.wrdsb.ca/
528781,B66176,St Andrew's Public School,Public,Elementary,65 Victoria Ave,Cambridge,Cambridge,Ontario,N1S1X2,519-621-4611,43.35074,-80.3212,519-621-7170,http://sta.wrdsb.ca/
621609,B66176,St Jacobs Public School,Public,Elementary,72 Queensway Dr,Woolwich,St Jacobs,Ontario,N0B2N0,519-664-1431,43.53692,-80.5557,519-664-2272,http://stj.wrdsb.ca/
534242,B66176,Stanley Park Public School,Public,Elementary,191 Hickson Dr,Kitchener,Kitchener,Ontario,N2B2H8,519-578-9636,43.45375,-80.4473,519-578-3750,http://stn.wrdsb.ca/
536717,B66176,Stewart Avenue Public School,Public,Elementary,145 Stewart Ave,Cambridge,Cambridge,Ontario,N1R2V5,519-621-5492,43.34865,-80.3025,519-621-4171,http://stw.wrdsb.ca/
540099,B66176,Suddaby Public School,Public,Elementary,171 Frederick St,Kitchener,Kitchener,Ontario,N2H2M6,519-578-3841,43.45252,-80.4827,519-578-3840,http://sud.wrdsb.ca/
543730,B66176,Sunnyside Public School,Public,Elementary,1042 Weber St E,Kitchener,Kitchener,Ontario,N2A1B6,519-896-0343,43.4363,-80.4513,519-896-1130,http://sun.wrdsb.ca/
547506,B66176,Tait Street Public School,Public,Elementary,184 Tait St,Cambridge,Cambridge,Ontario,N1S3G3,519-621-7331,43.33901,-80.3235,519-621-7621,http://tai.wrdsb.ca/
561070,B66176,Trillium Public School,Public,Elementary,79 Laurentian Dr,Kitchener,Kitchener,Ontario,N2E1C3,519-743-5713,43.41763,-80.4967,519-743-6368,http://tri.wrdsb.ca/
118524,B66176,Vista Hills Public School,Public,Elementary,314 Sweet Gale Street,Waterloo,Waterloo,Ontario,N2V0B3,,43.45243,-80.5907,519-884-4411,https://vis.wrdsb.ca/
606189,B66176,W.T. Townshend Public School,Public,Elementary,245 Activa Ave,Kitchener,Kitchener,Ontario,N2E4A3,519-579-2287,43.40641,-80.5158,519-579-1160,http://wtt.wrdsb.ca/
950912,B66176,Waterloo Collegiate Institute,Public,Secondary,300 Hazel St,Waterloo,Waterloo,Ontario,N2L3P2,519-884-6274,43.47934,-80.53,519-884-9590,http://wci.wrdsb.ca/
951048,B66176,Waterloo-Oxford District Secondary School,Public,Secondary,1206 Snyder's Rd. W. RR 2,Wilmot,Baden,Ontario,N3A1A4,519-634-5469,43.4015,-80.6893,519-634-5441,http://wodss.wrdsb.ca/
591955,B66176,Wellesley Public School,Public,Elementary,1059 Queen's Bush Rd,Wellesley,Wellesley,Ontario,N0B2T0,519-656-3371,43.47751,-80.7559,519-656-2830,http://wel.wrdsb.ca/
595098,B66176,Westheights Public School,Public,Elementary,429 Westheights Dr,Kitchener,Kitchener,Ontario,N2N1M3,519-744-8631,43.4192,-80.5349,519-744-3549,http://wsh.wrdsb.ca/
602230,B66176,Westmount Public School,Public,Elementary,329 Glasgow St,Kitchener,Kitchener,Ontario,N2M2M9,519-578-5431,43.44971,-80.5214,519-578-5430,http://wsm.wrdsb.ca/
602906,B66176,Westvale Public School,Public,Elementary,265 Westvale Dr,Waterloo,Waterloo,Ontario,N2T2B2,519-746-1965,43.4447,-80.5602,519-746-6724,http://wsv.wrdsb.ca/
616257,B66176,William G Davis Public School,Public,Elementary,530 Lang's Dr,Cambridge,Cambridge,Ontario,N3H5G5,519-653-5799,43.39768,-80.343,519-653-2384,http://wgd.wrdsb.ca/
278280,B66176,Williamsburg Public School,Public,Elementary,760 Commonwealth Cr,Waterloo,Kitchener,Ontario,N2E4K7,519-742-6869,43.40298,-80.5043,519-742-1848,http://wlm.wrdsb.ca/
612502,B66176,Wilson Avenue Public School,Public,Elementary,221 Wilson Ave,Kitchener,Kitchener,Ontario,N2C1G9,519-893-0461,43.42641,-80.4532,519-893-7050,http://wls.wrdsb.ca/
615889,B66176,Winston Churchill Public School,Public,Elementary,100 Milford Ave,Waterloo,Waterloo,Ontario,N2L3Z3,519-884-3830,43.48577,-80.5341,519-884-3722,http://wcp.wrdsb.ca/
618810,B66176,Woodland Park Public School,Public,Elementary,555 Ellis Rd W,Cambridge,Cambridge,Ontario,N3C4K2,519-654-9354,43.42857,-80.2946,519-654-9402,http://wpk.wrdsb.ca/
689661,B67130,Bishop Macdonell Catholic Secondary School,Catholic,Secondary,200 Clair Rd W,Guelph,Guelph,Ontario,N1L1G1,519-837-1469,43.49505,-80.196,519-822-8502,http://www.wellingtoncdsb.ca/school/bishopmacdonell/Pages/default.aspx
718610,B67130,Holy Rosary Catholic School,Catholic,Elementary,365 Stevenson St N,Guelph,Guelph,Ontario,N1E5B7,519-824-1862,43.5642,-80.2541,519-824-5620,http://www.wellingtoncdsb.ca/school/holyrosary/Pages/default.aspx
704334,B67130,Holy Trinity Catholic School,Catholic,Elementary,487 Grange Rd,Guelph,Guelph,Ontario,N1E7C4,519-821-0967,43.56979,-80.2222,519-821-0156,http://www.wellingtoncdsb.ca/school/holytrinity/Pages/default.aspx
730777,B67130,Mary Phelan Catholic School,Catholic,Elementary,8 Bishop Crt,Guelph,Guelph,Ontario,N1G2R9,519-821-7122,43.51261,-80.2465,519-821-1060,http://www.wellingtoncdsb.ca/school/maryphelan/Pages/default.aspx
745529,B67130,Our Lady of Lourdes Catholic School,Catholic,Secondary,54 Westmount Rd,Guelph,Guelph,Ontario,N1H5H7,519-823-1010,43.54793,-80.2678,519-836-2170,http://www.wellingtoncdsb.ca/school/ourladyoflourdes/Pages/default.aspx
708704,B67130,Sacred Heart - Rockwood Catholic Elementary School,Catholic,Elementary,5146 Wellington Road 27,Guelph/Eramosa,Rockwood,Ontario,N0B2K0,,43.62408,-80.1517,519-856-1157,http://www.wellingtoncdsb.ca/school/shrockwood/Pages/default.aspx
756059,B67130,Sacred Heart Catholic School,Catholic,Elementary,125 Huron St,Guelph,Guelph,Ontario,N1E5L5,519-763-5733,43.5474,-80.2358,519-824-2751,http://www.wellingtoncdsb.ca/school/sacredheart/Pages/default.aspx
792080,B67130,St Francis of Assisi Catholic School,Catholic,Elementary,287 Imperial Rd S,Guelph,Guelph,Ontario,N1K1Z4,519-821-5296,43.52549,-80.2826,519-821-9160,http://www.wellingtoncdsb.ca/school/stfrancis/Pages/default.aspx
739395,B67130,St Ignatius of Loyola Catholic School,Catholic,Elementary,251 Colonial Dr.,Guelph,Guelph,Ontario,N1L0G4,,43.51672,-80.1809,519-822-6192,http://www.wellingtoncdsb.ca/school/stignatius/Pages/default.aspx
798690,B67130,St James Catholic School,Catholic,Secondary,57 Victoria Rd N,Guelph,Guelph,Ontario,N1E5G9,519-823-8511,43.55968,-80.2336,519-822-4290,http://www.wellingtoncdsb.ca/school/stjames/Pages/default.aspx
858892,B67130,St John Bosco Catholic School,Catholic,Secondary,19 Northumberland St.,Guelph,Guelph,Ontario,N1H3A6,519-822-2171,43.54317,-80.251,519-824-8909,http://www.wellingtoncdsb.ca/school/stjohnbosco/Pages/default.aspx
803189,B67130,St John Brebeuf Catholic School,Catholic,Elementary,30 Millwood Rd,Erin,Erin,Ontario,N0B1T0,519-833-7565,43.795,-80.1408,519-833-9994,http://www.wellingtoncdsb.ca/school/stjohnbrebeuf/Pages/default.aspx
801550,B67130,St John Catholic School,Catholic,Elementary,63 Victoria Rd N,Guelph,Guelph,Ontario,N1E5G9,519-824-1721,43.55998,-80.234,519-824-4710,www.wellingtoncdsb.ca/school/stjohnguelph/Pages/default.aspx
801429,B67130,"St John Catholic School, Arthur School",Catholic,Elementary,315 Tucker St,Wellington North,Arthur,Ontario,N0G1A0,519-848-5716,43.8399,-80.5356,519-848-2445,http://www.wellingtoncdsb.ca/school/stjohnarthur/Pages/default.aspx
808318,B67130,St Joseph - Fergus Catholic Elementary School,Catholic,Elementary,150 Strathallan St,Centre Wellington,Fergus,Ontario,N1M1A1,519-843-7886,43.71219,-80.387,519-843-3810,http://www.wellingtoncdsb.ca/school/stjosephfergus/Pages/default.aspx
808830,B67130,St Joseph Catholic School,Catholic,Elementary,10 Guelph St,Guelph,Guelph,Ontario,N1H5Y8,519-836-8209,43.53825,-80.2674,519-836-2671,http://www.wellingtoncdsb.ca/school/stjosephguelph/Pages/default.aspx
825476,B67130,St Mary - Elora Catholic Elementary School,Catholic,Elementary,251 Irvine St,Centre Wellington,Elora,Ontario,N0B1S0,519-846-8866,43.68979,-80.4275,519-846-9921,http://www.wellingtoncdsb.ca/school/stmaryelora/Pages/default.aspx
825344,B67130,St Mary - Mount Forest Catholic Elementary School,Catholic,Elementary,390 Parkside Dr,Wellington North,Mount Forest,Ontario,N0G2L3,519-323-9446,43.97864,-80.7291,519-323-2586,http://www.wellingtoncdsb.ca/school/stmarymountforest/Pages/default.aspx
833690,B67130,St Michael Catholic School,Catholic,Elementary,9 McElderry Rd,Guelph,Guelph,Ontario,N1G4W7,519-823-2459,43.51934,-80.2229,519-823-2455,http://www.wellingtoncdsb.ca/school/stmichael/Pages/default.aspx
837210,B67130,St Patrick Catholic School,Catholic,Elementary,391 Victoria Road North,Guelph,Guelph,Ontario,N1E5J9,519-836-3645,43.57657,-80.2578,519-822-0200,http://www.wellingtoncdsb.ca/school/stpatrick/Pages/default.aspx
841200,B67130,St Paul Catholic School,Catholic,Elementary,182 Clairfields Dr E,Guelph,Guelph,Ontario,N1L1N4,519-824-1380,43.5092,-80.187,519-824-9470,http://www.wellingtoncdsb.ca/school/stpaul/Pages/default.aspx
868000,B67130,St Peter Catholic School,Catholic,Elementary,150 Westwood Rd,Guelph,Guelph,Ontario,N1H7G1,519-836-6764,43.53239,-80.2834,519-836-3730,http://www.wellingtoncdsb.ca/school/stpeter/Pages/default.aspx
688363,B67024,Assumption College School,Catholic,Secondary,1100 Huron Church Rd,Windsor,Windsor,Ontario,N9C2K7,519-256-0417,42.29489,-83.0616,519-256-7801,http://www.wecdsb.on.ca/acs
801101,B67024,Assumption Middle School,Catholic,Elementary,1100 Huron Church Rd.,Windsor,Windsor,Ontario,N9C2K7,,42.29564,-83.0618,519-946-0358,http://www.wecdsb.on.ca/acms/
694452,B67024,Cardinal Carter Catholic Secondary School,Catholic,Secondary,120 Ellison Ave,Leamington,Leamington,Ontario,N8H5C7,519-322-4214,42.03925,-82.6135,519-322-2804,http://www.wecdsb.on.ca/ccss
848914,B67024,Cardinal Carter Middle School,Catholic,Elementary,120 Ellison Avenue,Leamington,Leamington,Ontario,N8H5C7,,42.04174,-82.617,519-326-9023,http://www.wecdsb.on.ca/carterms/
700088,B67024,Catholic Central,Catholic,Secondary,2465 McDougall St,Windsor,Windsor,Ontario,N8X3N9,519-256-6691,42.28976,-83.01649,519-256-3171,http://www.wecdsb.on.ca/cchs
697168,B67024,Christ the King Separate School,Catholic,Elementary,1200 Grand Marais Rd W,Windsor,Windsor,Ontario,N9E1C9,519-969-5372,42.26935,-83.0253,519-969-2299,http://www.wecdsb.on.ca/ctk
689622,B67024,Corpus Christi Catholic Middle School,Catholic,Elementary,910 Raymo,Windsor,Windsor,Ontario,N8Y4A6,,42.32453,-82.9756,519-946-0260,http://www.wecdsb.on.ca/ccms
706523,B67024,F J Brennan Catholic High School,Catholic,Secondary,910 Raymo Rd,Windsor,Windsor,Ontario,N8Y4A6,519-945-8240,42.32534,-82.976,519-945-2351,http://www.wecdsb.on.ca/fjbhs
711454,B67024,H J Lassaline Catholic School,Catholic,Elementary,3145 Wildwood Dr,Windsor,Windsor,Ontario,N8R1Y1,519-735-2252,42.30203,-82.9203,519-735-9474,http://www.wecdsb.on.ca/lassaline
704245,B67024,Holy Cross Catholic Elementary School,Catholic,Elementary,2555 Sandwich W Pkwy,LaSalle,LaSalle,Ontario,N9H2P7,519-972-2598,42.23593,-83.0225,519-972-6050,http://www.wecdsb.on.ca/holycross
717835,B67024,Holy Name Catholic School,Catholic,Elementary,200 Fairview Ave W,Essex,Essex,Ontario,N8M1Y1,519-776-6132,42.16473,-82.8208,519-776-7351,http://www.wecdsb.on.ca/hne
715824,B67024,Holy Names Catholic High School,Catholic,Secondary,1400 Northwood,Windsor,Windsor,Ontario,N9E1A4,519-966-2506,42.27707,-83.0332,519-966-2504,http://www.wecdsb.on.ca/hnhs
721735,B67024,Immaculate Conception Catholic School,Catholic,Elementary,465 Victoria Ave,Windsor,Windsor,Ontario,N9A4N1,519-256-0792,42.31482,-83.0403,519-256-9156,http://www.wecdsb.on.ca/ics
725510,B67024,L A Desmarais Catholic School,Catholic,Elementary,10715 Eastcourt Dr,Windsor,Windsor,Ontario,N8R1E9,519-735-2895,42.30975,-82.9095,519-735-2892,http://www.wecdsb.on.ca/desmarais
737984,B67024,Notre Dame Catholic School,Catholic,Elementary,2751 Partington Ave,Windsor,Windsor,Ontario,N9E3A9,519-969-1821,42.26911,-83.0353,519-969-7040,http://www.wecdsb.on.ca/notred
747343,B67024,Our Lady of Mount Carmel Catholic School,Catholic,Elementary,1400 Cousineau Rd,Windsor,Windsor,Ontario,N9G1V9,519-969-6861,42.24338,-83.0121,519-969-4700,http://www.wecdsb.on.ca/olmc
747700,B67024,Our Lady of Perpetual Help Catholic School,Catholic,Elementary,775 Capitol St.,Windsor,Windsor,Ontario,N8X5E3,519-966-6032,42.2836,-83.0037,519-966-1293,http://www.wecdsb.on.ca/olph
690910,B67024,Our Lady of the Annunciation Catholic School,Catholic,Elementary,7343 Tecumseh Rd,Lakeshore,Stoney Point,Ontario,N0R1N0,519-798-3267,42.30442,-82.5457,519-798-3117,http://www.wecdsb.on.ca/oloa
757616,B67024,Sacred Heart Catholic Elementary School,Catholic,Elementary,200 Kenwood Blvd,LaSalle,LaSalle,Ontario,N9J2Z9,519-978-9451,42.23335,-83.0988,519-734-1255,http://www.wecdsb.on.ca/sheart
769576,B67024,St Angela Catholic School,Catholic,Elementary,816 Ellis St E,Windsor,Windsor,Ontario,N8X2H7,519-254-9252,42.30625,-83.0178,519-254-7240,http://www.wecdsb.on.ca/stangela
771392,B67024,St Anne French Immersion Catholic School,Catholic,Elementary,1140 Monmouth Rd,Windsor,Windsor,Ontario,N8Y3L8,519-256-4916,42.31659,-83.005,519-256-1911,http://www.wecdsb.on.ca/stafi
771520,B67024,St Anne Secondary School,Catholic,Secondary,1200 Oakwood Dr RR #3,Essex,Belle River,Ontario,N0R1A0,519-727-9953,42.30929,-82.8895,519-727-8908,http://www.wecdsb.on.ca/sta
772950,B67024,St Anthony Catholic School,Catholic,Elementary,166 Centre St W,Essex,Harrow,Ontario,N0R1G0,519-738-9166,42.03711,-82.9213,519-738-3531,http://www.wecdsb.on.ca/stanthony
783692,B67024,St Christopher Catholic School,Catholic,Elementary,1213 E C ROW AVE. E,Windsor,WINDSOR,Ontario,N8W1Y6,519-972-9692,42.28045,-82.9931,519-972-5106,http://www.wecdsb.on.ca/stchris
793361,B67024,St Gabriel Catholic School,Catholic,Elementary,1400 Roselawn Dr,Windsor,Windsor,Ontario,N9E1L8,519-969-3702,42.25686,-83.0207,519-969-3230,http://www.wecdsb.on.ca/stgabs
799475,B67024,St James Catholic School,Catholic,Elementary,1601 St James St,Windsor,Windsor,Ontario,N9C3P6,519-252-7621,42.28389,-83.0613,519-252-9960,http://www.wecdsb.on.ca/stjames
781533,B67024,St John Vianney Catholic School,Catholic,Elementary,8405 Cedarview St,Windsor,Windsor,Ontario,N8S1K9,519-948-6719,42.33702,-82.9397,519-948-8817,http://www.wecdsb.on.ca/stjohnv
803243,B67024,St John de Brebeuf Catholic School,Catholic,Elementary,43 Spruce St South,Kingsville,Kingsville,Ontario,N9Y1T8,519-733-6580,42.03665,-82.7345,519-733-6589,http://www.wecdsb.on.ca/stjb
802859,B67024,St John the Baptist Catholic School,Catholic,Elementary,494 St Peter St,Lakeshore,Belle River,Ontario,N0R1A0,519-728-4030,42.28987,-82.7067,519-728-2150,http://www.wecdsb.on.ca/stjohnb
803790,B67024,St John the Evangelist Catholic School,Catholic,Elementary,1757 Oriole Park Drive,Lakeshore,Woodslee,Ontario,N0R1V0,519-723-2589,42.21545,-82.7212,519-723-4403,http://www.wecdsb.on.ca/stjohnev
806188,B67024,St Joseph Catholic School,Catholic,Elementary,9381 Townline Rd,Amherstburg,River Canard,Ontario,N9J2W6,519-978-9452,42.18593,-83.0688,519-734-1219,http://www.wecdsb.on.ca/stje
736163,B67024,St Joseph's High School,Catholic,Secondary,2425 Clover Ave,Windsor,Windsor,Ontario,N8P2A3,519-735-5322,42.31703,-82.9118,519-735-3326,http://www.wecdsb.on.ca/stjoes
819492,B67024,St Louis Catholic School,Catholic,Elementary,176 Talbot St E,Leamington,Leamington,Ontario,N8H1M2,519-326-4003,42.05453,-82.5891,519-326-8636,http://www.wecdsb.on.ca/stlouis
825964,B67024,St Mary Catholic School,Catholic,Elementary,12096 County Rd 34 RR 2,Lakeshore,Maidstone,Ontario,N0R1K0,519-737-1864,42.20889,-82.8848,519-737-6446,http://www.wecdsb.on.ca/stmary
844160,B67024,St Peter Catholic School,Catholic,Elementary,2451 St Alphonse Rd,Tecumseh,Tecumseh,Ontario,N8N2X2,519-979-4704,42.28122,-82.8819,519-735-2666,http://www.wecdsb.on.ca/stpeter
847704,B67024,St Pius X Catholic School,Catholic,Elementary,644 Lacasse Blvd,Tecumseh,Tecumseh,Ontario,N8N2C1,519-979-4702,42.32095,-82.8834,519-735-3303,http://www.wecdsb.on.ca/stpius
849910,B67024,St Rose Catholic School,Catholic,Elementary,871 St Rose Ave.,Windsor,Windsor,Ontario,N8S1X4,519-945-7516,42.32997,-82.9542,519-945-7501,http://www.wecdsb.on.ca/strose
778931,B67024,St Teresa of CalcuttaCatholic School,Catholic,Elementary,1860 Chandler Road,Windsor,Windsor,Ontario,N8W0A9,519-945-9942,42.30762,-82.9855,519-945-6948,http://www.wecdsb.on.ca/stoc
864170,B67024,St Thomas of Villanova Secondary School,Catholic,Secondary,2800 North Townline RR 3,LaSalle,LaSalle,Ontario,N9H0K3,519-978-9238,42.18597,-83.0397,519-734-6444,http://www.wecdsb.on.ca/stov
859095,B67024,St William Catholic School,Catholic,Elementary,1217 Faith Dr.,Lakeshore,Emeryville,Ontario,N0R1C0,519-727-4187,42.29428,-82.7607,519-727-3393,http://www.wecdsb.on.ca/stw
